Day;p50_inf_sent;p68_inf_sent;p32_inf_sent;p50_inf_fx;p68_inf_fx;p32_inf_fx;p50_inf_i;p68_inf_i;p32_inf_i;p50_e_sent;p68_e_sent;p32_e_sent;p50_e_inf;p68_e_inf;p32_e_inf;p50_e_i;p68_e_i;p32_e_i;p50_s_fx;p68_s_fx;p32_s_fx;p50_s_inf;p68_s_inf;p32_s_inf;p50_s_i;p68_s_i;p32_s_i;p50_i_inf;p68_i_inf;p32_i_inf;p50_i_fx;p68_i_fx;p32_i_fx;p50_i_sent;p68_i_sent;p32_i_sent
340;1.497275626;2.171753799;0.969732838;3.59702773;4.678906315;2.772592591;-0.066264575;-0.009300062;-0.131956089;0.506614671;0.763966738;0.311536869;0.424323263;0.608327365;0.273187933;-0.021415964;-0.002469556;-0.044779836;0.378991788;0.571606389;0.231632596;0.119761449;0.19911005;0.061051152;-0.004822623;8.88997E-05;-0.012892462;-0.182610592;-0.096366548;-0.298721859;-0.571373054;-0.354847907;-0.858578576;-0.212349512;-0.100897947;-0.367733789
341;1.501605488;2.178744516;0.971270462;3.608122871;4.695983471;2.778956507;-0.066467625;-0.009294868;-0.132371374;0.507802118;0.76621063;0.312275782;0.425536943;0.610827816;0.273711677;-0.021465304;-0.002478271;-0.044884929;0.379955575;0.573610656;0.232376161;0.120097324;0.199879826;0.061258537;-0.00483167;8.93482E-05;-0.012940116;-0.183128507;-0.096598081;-0.299774321;-0.573101252;-0.355649926;-0.861325841;-0.213100708;-0.101116825;-0.368935346
342;1.505575239;2.186433033;0.972713549;3.620816042;4.711981279;2.786111227;-0.066591967;-0.009300085;-0.132732207;0.509028246;0.768587719;0.312852401;0.426793669;0.613293157;0.274461489;-0.021496821;-0.002481099;-0.045000778;0.380862405;0.57533007;0.232797482;0.120509797;0.200648397;0.061424566;-0.004845575;8.91187E-05;-0.01298291;-0.183648721;-0.096727379;-0.300844336;-0.574658912;-0.356613596;-0.864541186;-0.21348657;-0.101360459;-0.370332667
343;1.509179536;2.192427496;0.975307559;3.629858745;4.730324494;2.792591309;-0.066850848;-0.009308328;-0.133120129;0.510264619;0.771141095;0.313621168;0.428276202;0.615690058;0.275083866;-0.021537364;-0.002478552;-0.045119614;0.382009654;0.577348562;0.233504812;0.120782133;0.201414809;0.0615892;-0.004856508;8.91065E-05;-0.013029136;-0.184095731;-0.096945972;-0.301870409;-0.57619359;-0.357544759;-0.867859157;-0.214121446;-0.101521247;-0.371547909
344;1.514037094;2.200440453;0.977772632;3.641647516;4.748075793;2.799481361;-0.066991317;-0.009338347;-0.133479808;0.511938346;0.773562574;0.314000971;0.42948399;0.617947525;0.275696637;-0.021589301;-0.002478081;-0.045279053;0.383000853;0.579328678;0.233898406;0.121135434;0.202216668;0.061802102;-0.004864524;8.80398E-05;-0.013064233;-0.184711186;-0.097161307;-0.302814993;-0.577798452;-0.358387561;-0.871024487;-0.214660333;-0.101717191;-0.372722734
345;1.517731451;2.207686896;0.979639429;3.652431324;4.766775837;2.806006177;-0.067195714;-0.009368316;-0.133927863;0.513204867;0.775830471;0.314606667;0.43070644;0.620062517;0.276377534;-0.021651448;-0.00248759;-0.045414693;0.383989224;0.581521837;0.234457721;0.121525622;0.202880623;0.061998847;-0.004881011;8.66075E-05;-0.013105371;-0.185163574;-0.09741753;-0.303803216;-0.579419331;-0.359379331;-0.873756927;-0.215360374;-0.101848285;-0.373647896
346;1.521479577;2.214659807;0.982116376;3.66399072;4.783313232;2.813317629;-0.067362863;-0.009383644;-0.134262667;0.515001375;0.777981895;0.31513009;0.431822053;0.622666374;0.276928042;-0.021683865;-0.002492239;-0.045514689;0.385108687;0.583556957;0.23485106;0.121900637;0.203658317;0.062216225;-0.004893284;8.77552E-05;-0.013147005;-0.185648323;-0.097708664;-0.304697389;-0.58110337;-0.360041585;-0.876693771;-0.21590264;-0.102064377;-0.374937895
347;1.526299448;2.221264029;0.984298639;3.674616765;4.800067423;2.819275509;-0.067500436;-0.009366929;-0.134680136;0.516202244;0.780010723;0.315750594;0.433024653;0.624889056;0.277555167;-0.021738123;-0.00250401;-0.045663651;0.385966267;0.585720548;0.235298904;0.122282324;0.204339341;0.062369442;-0.004902801;8.82817E-05;-0.013187213;-0.186045844;-0.097940844;-0.3057983;-0.582608265;-0.360815148;-0.880166976;-0.216330255;-0.102236692;-0.376160477
348;1.530829414;2.228017609;0.986191007;3.685566901;4.817047133;2.826392122;-0.067676994;-0.009395299;-0.13513478;0.517414377;0.781994926;0.316375488;0.434317682;0.62733525;0.278183407;-0.021799963;-0.002510148;-0.045793479;0.386854116;0.587806424;0.235938133;0.122647439;0.205023434;0.062516117;-0.004910575;8.88503E-05;-0.013232564;-0.18661269;-0.09816592;-0.306888115;-0.584244704;-0.361752584;-0.883222859;-0.216825184;-0.102487363;-0.377197807
349;1.534742004;2.234913672;0.988546581;3.696710866;4.83394511;2.833677935;-0.067879526;-0.009385043;-0.13554014;0.51875649;0.78442612;0.31709823;0.435638018;0.629588647;0.278938989;-0.021836612;-0.002517161;-0.045952847;0.388071214;0.589725992;0.236280057;0.123083261;0.205740561;0.062708246;-0.004923658;8.88493E-05;-0.01326318;-0.187055082;-0.098407559;-0.308154545;-0.586071165;-0.362500977;-0.886096339;-0.217585136;-0.102803737;-0.378001038
350;1.538709297;2.24324412;0.990913963;3.707392103;4.851748432;2.840496335;-0.068004377;-0.00940983;-0.13588947;0.52043173;0.786837326;0.317727633;0.436974617;0.631998102;0.279556689;-0.021894128;-0.002522017;-0.046087942;0.389064323;0.591724634;0.236612543;0.123523116;0.206393529;0.062890788;-0.004935805;8.88494E-05;-0.013293707;-0.187507493;-0.098553591;-0.309181979;-0.587565461;-0.363379293;-0.888747041;-0.21817657;-0.103083144;-0.379024918
351;1.543127353;2.250770296;0.991830873;3.718587285;4.867744802;2.847431428;-0.068151352;-0.009418342;-0.136181237;0.521934544;0.78989306;0.318285003;0.438397558;0.634200507;0.280197012;-0.021959816;-0.002526874;-0.046206483;0.390027619;0.594135975;0.237026158;0.123893709;0.207092772;0.063014548;-0.004948297;9.10258E-05;-0.013325409;-0.188104234;-0.098838809;-0.310334946;-0.589466317;-0.364263151;-0.891880597;-0.218815695;-0.103334105;-0.380302091
352;1.547498478;2.257584645;0.99442056;3.730646491;4.884953495;2.854143229;-0.068326185;-0.009411762;-0.136542147;0.523521415;0.791800123;0.318876831;0.439831832;0.63674949;0.280870551;-0.021998123;-0.00253173;-0.046304885;0.390979866;0.596188622;0.237484736;0.124316699;0.20778469;0.063226759;-0.004957517;9.11423E-05;-0.01336636;-0.188619639;-0.098992192;-0.311520101;-0.59101072;-0.365186817;-0.895023815;-0.219391156;-0.103516887;-0.381684575
353;1.551997188;2.26464995;0.996650625;3.740388117;4.90513309;2.86182067;-0.06851226;-0.009451495;-0.136960243;0.524976367;0.794611507;0.319511641;0.441180802;0.639286406;0.281517429;-0.022042361;-0.002536586;-0.046440397;0.391980796;0.598424532;0.237931441;0.124741136;0.208597611;0.063413232;-0.004967542;9.12938E-05;-0.013405968;-0.189305756;-0.099238004;-0.312657713;-0.592811623;-0.365929391;-0.898286863;-0.220083677;-0.103698125;-0.38288229
354;1.556937861;2.271539042;0.999342306;3.751030102;4.924298932;2.868165662;-0.068655024;-0.009463192;-0.137245293;0.526067672;0.797339982;0.320333077;0.442499243;0.641878667;0.282279;-0.022101866;-0.002541274;-0.046607291;0.392934555;0.600379214;0.238503308;0.125074499;0.209319221;0.063506094;-0.004975714;9.42635E-05;-0.013434668;-0.189904493;-0.099536725;-0.313565133;-0.594428195;-0.366436102;-0.90176945;-0.220563717;-0.103965192;-0.384160033
355;1.561486937;2.279337042;1.002295666;3.762571655;4.941308269;2.875542438;-0.068878349;-0.009487229;-0.137637119;0.52702694;0.800164731;0.321013717;0.443836558;0.644580101;0.283020163;-0.022144153;-0.002538226;-0.046718439;0.394065214;0.602527854;0.239073561;0.125538354;0.210268138;0.063650382;-0.004977997;9.50432E-05;-0.013487614;-0.190449196;-0.099682936;-0.314686916;-0.596392527;-0.366965206;-0.904293;-0.221227972;-0.104286105;-0.385351609
356;1.566671965;2.286240713;1.005339811;3.774653178;4.96072262;2.881961498;-0.069055972;-0.009500959;-0.138042828;0.52858833;0.802444713;0.321475155;0.444938336;0.647065653;0.283592572;-0.022192153;-0.002540784;-0.046875374;0.395089724;0.604595455;0.239653888;0.125899322;0.211141003;0.063803191;-0.004989271;0.000101849;-0.013532482;-0.190967236;-0.099922545;-0.315797078;-0.598183443;-0.367764925;-0.907308523;-0.221970298;-0.104438997;-0.386648602
357;1.571343768;2.293633812;1.007757785;3.787563328;4.979374417;2.889615051;-0.06925981;-0.009513905;-0.138462433;0.530028596;0.804878589;0.322194066;0.446154175;0.649663697;0.28428044;-0.02224608;-0.00254159;-0.047012305;0.396336071;0.60684462;0.240035968;0.12626634;0.211976974;0.063962398;-0.004999061;0.000103551;-0.013568623;-0.191435617;-0.100162936;-0.316816361;-0.599982577;-0.368472142;-0.910110088;-0.222509342;-0.104701434;-0.387945001
358;1.575762586;2.301471747;1.010438728;3.80064362;5.000215455;2.895776958;-0.069399328;-0.009528704;-0.138928666;0.531400748;0.80750469;0.323206223;0.447527974;0.652083906;0.284974958;-0.022292052;-0.00254503;-0.04713637;0.397340054;0.609143312;0.24060696;0.126626843;0.212883052;0.064136244;-0.005008512;0.00010351;-0.013601514;-0.191946969;-0.100404107;-0.317876946;-0.60179772;-0.368985761;-0.913165182;-0.223163406;-0.104952973;-0.388950967
359;1.580460431;2.310134572;1.01308712;3.813859232;5.019278968;2.903805282;-0.069571708;-0.009547877;-0.139356807;0.533003824;0.810213929;0.323729731;0.449072404;0.654645253;0.285679441;-0.022342051;-0.002556542;-0.047237205;0.398237212;0.61116023;0.241135105;0.126990085;0.213648209;0.064317767;-0.005018551;9.96376E-05;-0.013649102;-0.192458912;-0.100615511;-0.319039429;-0.603587729;-0.370083369;-0.916196753;-0.223722205;-0.10509335;-0.390464185
360;1.584619867;2.317958742;1.01550294;3.826154568;5.034495694;2.910883445;-0.069746097;-0.00955785;-0.139702772;0.533989762;0.813228616;0.324419511;0.450414784;0.657046905;0.286380273;-0.02240785;-0.002568106;-0.047422086;0.399505373;0.613269487;0.241494917;0.127347178;0.21441021;0.064483052;-0.005024891;0.000100175;-0.013685419;-0.193049148;-0.100888782;-0.320178264;-0.605310512;-0.370872064;-0.919200577;-0.224452815;-0.105338279;-0.391641128
361;1.588140209;2.324286892;1.018305342;3.837666634;5.054665291;2.917240012;-0.069925091;-0.00957126;-0.140083785;0.535137114;0.815963845;0.324868809;0.451673922;0.659522966;0.286951045;-0.022461426;-0.002546502;-0.047524317;0.400776121;0.615414978;0.242001231;0.127754861;0.2152264;0.064710902;-0.005035372;0.000104811;-0.013718109;-0.193502399;-0.101079162;-0.321227448;-0.606957861;-0.371883785;-0.922306313;-0.22511711;-0.105572778;-0.392939108
362;1.593534271;2.331645896;1.020885671;3.849419385;5.072544332;2.924253059;-0.070126943;-0.009588003;-0.140536754;0.536575528;0.819073767;0.32546431;0.453062777;0.661815523;0.287525801;-0.022523024;-0.002557596;-0.047634767;0.401726205;0.617493659;0.242457195;0.128187173;0.215941596;0.064873502;-0.005044545;0.000101431;-0.01376829;-0.194059031;-0.101376551;-0.322318207;-0.608789059;-0.372966717;-0.925326782;-0.225705347;-0.105748392;-0.393962917
363;1.598629217;2.338704241;1.023144009;3.862239231;5.091169037;2.930960121;-0.070265076;-0.009605037;-0.140948458;0.538091194;0.821921842;0.326123502;0.454524042;0.664398859;0.288316048;-0.022571344;-0.002559302;-0.047752774;0.402924716;0.619766997;0.24269926;0.128569423;0.216657369;0.065017443;-0.005057055;0.000104099;-0.01381815;-0.194551608;-0.101621591;-0.323413339;-0.610320586;-0.373743922;-0.928827007;-0.226270345;-0.106033626;-0.39516455
364;1.602849485;2.346892686;1.025180139;3.872538763;5.111074113;2.939695908;-0.07043945;-0.009617092;-0.141387836;0.53944697;0.824190272;0.326813101;0.455818741;0.666713195;0.288973022;-0.022617825;-0.002558982;-0.047871079;0.403966372;0.621997765;0.24313551;0.128970477;0.21753678;0.065146828;-0.005067282;0.000107177;-0.013858347;-0.195007672;-0.101867398;-0.324550885;-0.612271276;-0.374522778;-0.932339448;-0.22675665;-0.106356994;-0.396372213
365;1.606540703;2.355363436;1.027919967;3.883932652;5.130064755;2.945994247;-0.070614238;-0.00961509;-0.141781312;0.54092116;0.827010408;0.327546568;0.457054692;0.669148765;0.289604274;-0.022686073;-0.002577257;-0.048047081;0.405197835;0.624180269;0.243508208;0.129327713;0.218212967;0.065358671;-0.005078631;0.000109691;-0.013907816;-0.195481035;-0.10199925;-0.325567848;-0.61413231;-0.375414782;-0.935339588;-0.22726467;-0.106590005;-0.397738841
