Day;p50_inf_sent;p68_inf_sent;p32_inf_sent;p50_inf_fx;p68_inf_fx;p32_inf_fx;p50_inf_i;p68_inf_i;p32_inf_i;p50_e_sent;p68_e_sent;p32_e_sent;p50_e_inf;p68_e_inf;p32_e_inf;p50_e_i;p68_e_i;p32_e_i;p50_s_fx;p68_s_fx;p32_s_fx;p50_s_inf;p68_s_inf;p32_s_inf;p50_s_i;p68_s_i;p32_s_i;p50_i_inf;p68_i_inf;p32_i_inf;p50_i_fx;p68_i_fx;p32_i_fx;p50_i_sent;p68_i_sent;p32_i_sent
112;0.688826076;0.929938038;0.462964699;1.59852018;1.84883892;1.367092805;-0.032547848;-0.005563662;-0.060878614;0.313186967;0.425868622;0.209117255;0.180532716;0.233843143;0.123171142;-0.013639461;-0.001650902;-0.025658348;0.254687839;0.332820508;0.186476924;0.041051838;0.074092454;0.004096405;-0.004397291;0.000164992;-0.009543843;-0.122659139;-0.075035529;-0.173559719;-0.255021722;-0.156006042;-0.366728922;-0.080847318;-0.020253285;-0.15082931
113;0.693157433;0.935582709;0.465893005;1.607550056;1.860005874;1.374546344;-0.032701132;-0.005656255;-0.061152897;0.313560002;0.426293227;0.209060755;0.181622549;0.235377474;0.124142733;-0.01364659;-0.001641199;-0.025691002;0.254539729;0.332662477;0.186187555;0.041625261;0.074574291;0.004794684;-0.004383472;0.000158059;-0.009490214;-0.122585132;-0.075079514;-0.173433627;-0.25671393;-0.157302347;-0.368232995;-0.082084378;-0.021524593;-0.151947195
114;0.697380797;0.940728847;0.468321735;1.616304254;1.87038422;1.381389218;-0.032890125;-0.005671971;-0.061401703;0.31369732;0.426904695;0.209253663;0.182809834;0.236966498;0.125215356;-0.013659869;-0.001637286;-0.025698713;0.254262516;0.332242833;0.18573692;0.042236806;0.075010459;0.005434202;-0.004367607;0.000153146;-0.009454598;-0.122447706;-0.074976102;-0.173288986;-0.257867062;-0.158901724;-0.369917819;-0.083043384;-0.022762126;-0.152951524
115;0.701285824;0.946242027;0.471546157;1.625373401;1.881973425;1.388003091;-0.03303715;-0.00571615;-0.061751815;0.314020937;0.426925045;0.209506353;0.184090863;0.238477705;0.126291305;-0.013671483;-0.00163815;-0.025710194;0.253958482;0.332059492;0.185638481;0.042923661;0.075488274;0.006115757;-0.004354659;0.000144395;-0.009408934;-0.122352673;-0.075053194;-0.173081977;-0.258864576;-0.160344072;-0.371773593;-0.083976278;-0.023941184;-0.154079916
116;0.70522779;0.9517307;0.474900638;1.633961851;1.892376669;1.395377069;-0.033192008;-0.005733877;-0.062043835;0.314359322;0.427138753;0.209678872;0.18533365;0.239976778;0.127271202;-0.013692527;-0.001643371;-0.02572116;0.253717754;0.331675573;0.185296928;0.043405093;0.076109606;0.006718497;-0.004340219;0.000137556;-0.009387286;-0.122318771;-0.074898576;-0.173047165;-0.2604547;-0.161825068;-0.373646482;-0.084906348;-0.02500882;-0.155070587
117;0.708748975;0.956679064;0.477607486;1.642073111;1.903507279;1.402552073;-0.033291601;-0.005732517;-0.062361857;0.31479713;0.427648589;0.209895574;0.186517817;0.241422739;0.128268769;-0.013703543;-0.001661693;-0.025758219;0.253420107;0.331572127;0.18516509;0.044033937;0.076621144;0.007368378;-0.004316717;0.000130208;-0.009379135;-0.122092838;-0.074788114;-0.172927556;-0.261871715;-0.162776667;-0.375295294;-0.085954327;-0.025970122;-0.156119066
118;0.712932541;0.961246182;0.480211567;1.65115377;1.914613651;1.408894991;-0.033430755;-0.005840581;-0.062636476;0.315235078;0.428452533;0.210284928;0.187671891;0.242893896;0.129118466;-0.013721454;-0.001667458;-0.025797686;0.253289224;0.331419805;0.184699191;0.044457385;0.077157365;0.007885834;-0.004294445;0.000120368;-0.009348786;-0.122067247;-0.074780022;-0.172688666;-0.263499297;-0.164014302;-0.376842324;-0.086738994;-0.026776113;-0.156700437
119;0.716546275;0.966583462;0.482437534;1.660469916;1.925271523;1.416104396;-0.033628874;-0.005890401;-0.062914071;0.315593614;0.428939098;0.210476508;0.188696711;0.244455528;0.13021549;-0.013725785;-0.001654973;-0.025867711;0.253190748;0.331241805;0.184313034;0.045011551;0.077724199;0.008372898;-0.004279614;0.000115974;-0.009329271;-0.121999411;-0.074827456;-0.172704194;-0.264696511;-0.165609144;-0.3786132;-0.087658734;-0.027937821;-0.157894132
120;0.72035191;0.971456744;0.48508814;1.66916093;1.936112227;1.422868843;-0.03376287;-0.005942617;-0.063216746;0.315668249;0.429465698;0.210545282;0.189962081;0.245918274;0.131075637;-0.013734009;-0.00164413;-0.025857934;0.253105404;0.331454876;0.183896789;0.04552055;0.078165253;0.00899989;-0.004276893;0.000112978;-0.009298991;-0.121919871;-0.074801858;-0.172499899;-0.266122465;-0.166981998;-0.380244796;-0.088607307;-0.028935873;-0.159024562
121;0.724546792;0.976868034;0.4877952;1.677598021;1.945936162;1.429634181;-0.033941495;-0.00598479;-0.063468509;0.315988664;0.429928373;0.210515778;0.191159321;0.247265615;0.13198419;-0.01374222;-0.00164238;-0.025894145;0.252807015;0.331457398;0.183650116;0.045980202;0.078702604;0.009565602;-0.004254262;0.000106534;-0.009278911;-0.121962837;-0.074737483;-0.172198819;-0.267450617;-0.16838935;-0.382130785;-0.08948429;-0.029930893;-0.159826589
122;0.727964106;0.982523364;0.490419478;1.685892964;1.956289354;1.436202685;-0.03408433;-0.006004476;-0.063761828;0.316541363;0.430545415;0.21080636;0.192172039;0.248739849;0.132913373;-0.013756462;-0.001670004;-0.025928529;0.253073408;0.331520136;0.183352864;0.046438412;0.079120206;0.01018069;-0.004247192;0.000101069;-0.009243945;-0.121980383;-0.074648825;-0.172204027;-0.268768777;-0.169894095;-0.383608755;-0.0906258;-0.030937675;-0.161004875
123;0.731836821;0.9879001;0.493635752;1.69453782;1.966522318;1.442963028;-0.034189652;-0.006026554;-0.064024804;0.316531724;0.43091717;0.211232237;0.193399163;0.250170608;0.133735266;-0.013769368;-0.00167047;-0.025964613;0.252970806;0.331285854;0.183214094;0.046954416;0.079771222;0.010751362;-0.004231108;9.75989E-05;-0.009212255;-0.122020878;-0.074517613;-0.172108897;-0.270378458;-0.171245786;-0.385288717;-0.091591709;-0.031821083;-0.162117887
124;0.735575251;0.993028364;0.496479339;1.702462094;1.976699602;1.449576724;-0.034364972;-0.006046041;-0.064329875;0.317004153;0.431520063;0.211676477;0.194428932;0.251478829;0.134651817;-0.013795556;-0.001677838;-0.026005406;0.252684471;0.331075549;0.183098912;0.047484447;0.080331544;0.011244296;-0.004216024;8.70366E-05;-0.009179248;-0.121839715;-0.074646685;-0.171991099;-0.271568292;-0.172725811;-0.387167792;-0.092500916;-0.032775085;-0.162948226
125;0.738599839;0.997443053;0.499406542;1.710981538;1.986861106;1.456000805;-0.034498253;-0.006011973;-0.064577172;0.317354673;0.432065417;0.212149546;0.195418146;0.25290975;0.135656545;-0.013805296;-0.001670394;-0.026026733;0.252464565;0.331148622;0.183101549;0.047952449;0.080839902;0.011749056;-0.004205257;8.53497E-05;-0.009150119;-0.121723699;-0.074571796;-0.172033733;-0.272637545;-0.173711391;-0.3887462;-0.093141775;-0.033785344;-0.163679822
126;0.742161054;1.002888443;0.501859105;1.718971764;1.998154422;1.462779845;-0.034630621;-0.006028645;-0.064874076;0.317702487;0.432825393;0.212532271;0.196587657;0.254341717;0.136534414;-0.013834708;-0.001671458;-0.026055109;0.252073771;0.331129484;0.182970256;0.048388616;0.081249723;0.012299178;-0.004197467;9.02248E-05;-0.009137363;-0.121837932;-0.074659854;-0.172125969;-0.273792772;-0.175325876;-0.390513314;-0.093999646;-0.034880483;-0.16446427
127;0.746144436;1.007986745;0.504084292;1.727501871;2.008041677;1.469375822;-0.034789688;-0.006061584;-0.065222823;0.318042496;0.433213136;0.212557603;0.197673976;0.255846027;0.137427972;-0.013848724;-0.001655676;-0.026107096;0.251988848;0.331504073;0.182938318;0.048792553;0.081734111;0.012775513;-0.004184716;9.00243E-05;-0.00910672;-0.121637395;-0.074548549;-0.172208561;-0.275550912;-0.176953533;-0.392486797;-0.094890718;-0.035824245;-0.165373565
128;0.749624794;1.012735806;0.506475822;1.735830985;2.018694644;1.476373341;-0.035000018;-0.006055746;-0.065523322;0.318167195;0.433835054;0.212892717;0.198918532;0.257188309;0.13822691;-0.013888944;-0.001661037;-0.026140275;0.252103179;0.331550878;0.183017549;0.049234219;0.082222956;0.013280361;-0.004171177;8.67568E-05;-0.00908138;-0.121680362;-0.074630422;-0.172237753;-0.276778926;-0.178109985;-0.394387048;-0.095568293;-0.036644491;-0.16635147
129;0.753772909;1.018215152;0.509335532;1.74416349;2.029314784;1.482935885;-0.035158366;-0.006161814;-0.065823528;0.318463432;0.434294606;0.213192089;0.20006397;0.258612859;0.139065361;-0.013898686;-0.001684741;-0.026193641;0.251985018;0.331509599;0.182858397;0.049707819;0.082731549;0.013716325;-0.004152686;9.07521E-05;-0.009047107;-0.121680351;-0.074710374;-0.172152124;-0.278411243;-0.179302054;-0.39609265;-0.096405848;-0.037482853;-0.167316159
130;0.75747881;1.022795589;0.512357182;1.752202715;2.039837559;1.489430026;-0.035304386;-0.006218887;-0.066139862;0.318800275;0.434946866;0.213409469;0.201210288;0.26001972;0.139805935;-0.013912108;-0.001675992;-0.026237875;0.251781653;0.331706604;0.182722771;0.050158951;0.083277987;0.014221348;-0.004148393;8.56836E-05;-0.009047242;-0.121617141;-0.074680576;-0.171979609;-0.280045414;-0.180242471;-0.397916088;-0.097117414;-0.03848106;-0.168214278
131;0.761157841;1.027539519;0.514963764;1.760481002;2.050330819;1.496404222;-0.035463749;-0.006204856;-0.066391667;0.319168432;0.435404077;0.213576225;0.202281607;0.261423969;0.140768916;-0.0139394;-0.001695039;-0.026293679;0.251666861;0.332014823;0.182460383;0.050546812;0.083704607;0.014773411;-0.004139825;8.7946E-05;-0.009028796;-0.121554838;-0.074640905;-0.17204274;-0.281630325;-0.181619546;-0.399456871;-0.098002306;-0.039218905;-0.168858615
132;0.765083229;1.032433121;0.517153892;1.768496222;2.060539118;1.502689162;-0.035602691;-0.006224847;-0.0666126;0.319558533;0.43612119;0.213774464;0.203473483;0.262781085;0.141551679;-0.013968508;-0.001703255;-0.026352987;0.251749479;0.332061559;0.182373143;0.050951156;0.084219803;0.015213547;-0.004134006;8.13875E-05;-0.009015626;-0.121486156;-0.074630526;-0.171836957;-0.283046412;-0.18281212;-0.401383822;-0.098795949;-0.040004213;-0.169817867
133;0.76870003;1.037678617;0.519539415;1.776898636;2.070973421;1.509217681;-0.035828512;-0.006253652;-0.066831265;0.320025675;0.436675373;0.214099335;0.204635072;0.264293298;0.142396097;-0.013964512;-0.001710185;-0.02639712;0.251547464;0.332187925;0.18230693;0.051335421;0.084728629;0.015601946;-0.004135497;8.08641E-05;-0.008985306;-0.121335184;-0.074679708;-0.171967865;-0.28432209;-0.18384453;-0.402587948;-0.099530764;-0.040737143;-0.170920455
134;0.771637467;1.042797062;0.521765259;1.785221491;2.081451299;1.515869674;-0.035958893;-0.006237139;-0.067089252;0.320364238;0.437693809;0.214312484;0.20575815;0.265751596;0.143109936;-0.013981523;-0.001750867;-0.026462318;0.251482304;0.332060948;0.182439991;0.051775732;0.08517057;0.016067431;-0.004134825;7.0383E-05;-0.008981545;-0.121319387;-0.074564007;-0.172011527;-0.285770368;-0.185206158;-0.404943556;-0.10045304;-0.041323489;-0.171841765
135;0.775285811;1.047813134;0.524286249;1.793359878;2.092423086;1.522023403;-0.036156398;-0.006252167;-0.067390155;0.320744075;0.438342639;0.214464072;0.20685096;0.267043613;0.144006262;-0.013997661;-0.001749253;-0.026500036;0.251427624;0.331932615;0.182253237;0.052256072;0.085611457;0.016552963;-0.004119368;7.26038E-05;-0.008974079;-0.121326185;-0.07448259;-0.172170794;-0.287127873;-0.185892974;-0.406568681;-0.101143116;-0.041949506;-0.172748977
136;0.779287801;1.052378232;0.526648124;1.801343037;2.103343222;1.528521987;-0.036308292;-0.006293677;-0.067683815;0.321157404;0.438769374;0.214807659;0.207878673;0.268481794;0.144899636;-0.014044835;-0.001729632;-0.026562962;0.251378559;0.332361473;0.18210041;0.05257938;0.086177161;0.016986366;-0.004109274;7.0423E-05;-0.008952104;-0.121431258;-0.074535667;-0.172283014;-0.288568135;-0.1872746;-0.407934691;-0.101894311;-0.042686993;-0.173405342
137;0.78290091;1.057291639;0.529575265;1.809095893;2.113138041;1.534838948;-0.036490873;-0.006298225;-0.067909354;0.32150856;0.439696003;0.214818545;0.209005145;0.269939533;0.145669895;-0.014083196;-0.001735825;-0.026604135;0.251485787;0.332376136;0.182033061;0.052987542;0.08676837;0.017336559;-0.004103952;6.44258E-05;-0.00893611;-0.121380546;-0.074486821;-0.172347391;-0.28980848;-0.188613525;-0.409803823;-0.10262233;-0.04329253;-0.1744747
138;0.78607764;1.06164574;0.531745439;1.817509331;2.123274694;1.541340921;-0.036664596;-0.00629769;-0.068145332;0.3219203;0.440367956;0.214858272;0.209984485;0.27143575;0.146541403;-0.014097075;-0.001734856;-0.026646431;0.251404083;0.332636804;0.181923554;0.053422537;0.087097174;0.017811527;-0.004093689;6.37796E-05;-0.008925534;-0.121340523;-0.074449977;-0.172464682;-0.291293382;-0.189685759;-0.411585533;-0.103180516;-0.044013407;-0.175453655
139;0.790213142;1.066915946;0.534501562;1.825527082;2.133487994;1.547888161;-0.036786485;-0.006304086;-0.068440256;0.322434504;0.440934411;0.215170524;0.211001976;0.272776338;0.14734092;-0.014122804;-0.001752372;-0.026695441;0.2514086;0.332852697;0.181795106;0.053789981;0.087519711;0.018163049;-0.004085817;6.02874E-05;-0.008908015;-0.12134175;-0.074478876;-0.172508385;-0.292575138;-0.191007802;-0.413379461;-0.103928222;-0.044552982;-0.176289385
140;0.794052168;1.072139694;0.536348989;1.833858148;2.143938401;1.554061551;-0.036964191;-0.006345984;-0.068792619;0.322714841;0.441770603;0.215329765;0.212090036;0.274316274;0.148206984;-0.014149844;-0.001761685;-0.026734331;0.25137493;0.333263513;0.181598856;0.054181292;0.088049195;0.018567613;-0.004080661;5.48181E-05;-0.008894973;-0.121300607;-0.074471413;-0.172703822;-0.294041196;-0.192126151;-0.41501151;-0.104462844;-0.04504785;-0.177201688
141;0.796972311;1.077415998;0.538516117;1.841374085;2.154039582;1.560734671;-0.037146935;-0.006327698;-0.069087291;0.322944674;0.442417497;0.215357685;0.213192518;0.275636863;0.148989764;-0.014178752;-0.001759996;-0.026806648;0.251364758;0.333564854;0.181560444;0.054522934;0.088498092;0.019001132;-0.004074165;5.60448E-05;-0.008884521;-0.121267189;-0.074479222;-0.172772053;-0.295390464;-0.193426993;-0.416892933;-0.105184298;-0.045684963;-0.178309034
142;0.800791604;1.082996576;0.540695401;1.849413682;2.164624519;1.567256653;-0.037264463;-0.006293652;-0.069376538;0.323187085;0.443172959;0.215734237;0.214297573;0.277032086;0.149775681;-0.014194537;-0.001776738;-0.026857822;0.251405477;0.333801727;0.181518572;0.054932314;0.088942001;0.019378506;-0.00406159;5.39921E-05;-0.00888194;-0.121317934;-0.074496632;-0.172840281;-0.296573473;-0.194616636;-0.418625384;-0.105854532;-0.04628309;-0.179155536
143;0.803949379;1.087801438;0.542997132;1.857424934;2.175012598;1.573592775;-0.037433725;-0.006331771;-0.069625118;0.323556309;0.444357611;0.215994379;0.215374526;0.278442204;0.150524787;-0.014214711;-0.001792121;-0.026902482;0.251623232;0.334033855;0.181466709;0.055301277;0.08943154;0.019794431;-0.004050313;5.72368E-05;-0.00888095;-0.121351106;-0.074398674;-0.172872477;-0.297977461;-0.195738041;-0.420072891;-0.106475526;-0.046756646;-0.179963862
144;0.807727259;1.092659889;0.545030441;1.866040643;2.185181063;1.579888123;-0.037574247;-0.006398995;-0.069886966;0.324134652;0.445561495;0.216044032;0.216427589;0.279801857;0.151376637;-0.014237875;-0.001787814;-0.026958899;0.251815271;0.334476873;0.181382748;0.055684741;0.089876237;0.020148298;-0.004043257;5.65894E-05;-0.008878715;-0.121314424;-0.074448734;-0.172940806;-0.299221485;-0.196840017;-0.421957818;-0.10719499;-0.047216258;-0.180743157
145;0.810551213;1.097477093;0.54700996;1.874372587;2.196002067;1.586706188;-0.037728665;-0.006414332;-0.070154051;0.324599661;0.446468702;0.216237368;0.217408494;0.281162315;0.152156338;-0.014261546;-0.001784422;-0.027006461;0.251861926;0.334760082;0.181220712;0.056087853;0.090433045;0.020474646;-0.00404369;5.25447E-05;-0.008864593;-0.121330011;-0.074231683;-0.173204573;-0.300586158;-0.197808876;-0.423909596;-0.107753579;-0.04776404;-0.181611625
146;0.814076542;1.102782371;0.54937799;1.882216073;2.205795649;1.593573117;-0.037858968;-0.006426598;-0.070454544;0.325109275;0.447439414;0.216529692;0.218497775;0.282587776;0.152858979;-0.014288172;-0.00179315;-0.027052727;0.251906861;0.335326943;0.181381564;0.056504357;0.090984604;0.020832305;-0.004014353;5.12651E-05;-0.008857878;-0.121373498;-0.074247039;-0.173635223;-0.301785952;-0.198769669;-0.426085978;-0.108672474;-0.048324439;-0.182454929
147;0.817614147;1.107683057;0.551817823;1.890256162;2.216635453;1.599897989;-0.038045653;-0.006476723;-0.070724354;0.325488385;0.448566881;0.216783632;0.219578218;0.283754054;0.153602708;-0.014308905;-0.001792343;-0.027137408;0.25206644;0.335789082;0.181404447;0.056815325;0.091432956;0.021233489;-0.004007739;4.65341E-05;-0.008845459;-0.121480885;-0.074239035;-0.173823364;-0.303315959;-0.200011873;-0.427931826;-0.109374074;-0.048837218;-0.183591596
148;0.821290289;1.11222349;0.553949199;1.898222474;2.226961791;1.606156163;-0.038201179;-0.006522565;-0.071029385;0.325841705;0.449368723;0.217284419;0.220527848;0.28518158;0.154188538;-0.014341582;-0.001788308;-0.027233231;0.252412813;0.336365351;0.181237397;0.057266798;0.091843553;0.021617668;-0.004003272;3.8832E-05;-0.008841416;-0.121556684;-0.074226037;-0.174079232;-0.304476257;-0.201031628;-0.429526493;-0.110102628;-0.049506854;-0.184479146
149;0.824363834;1.116866952;0.555913625;1.90607828;2.2386588;1.612484052;-0.038347805;-0.006513082;-0.071313143;0.326398846;0.45029494;0.217632511;0.221542042;0.286638148;0.154980386;-0.014369098;-0.001807581;-0.027285475;0.252585394;0.336605826;0.180978233;0.057666408;0.092259192;0.02194829;-0.004001329;3.32205E-05;-0.008820575;-0.121643676;-0.074115249;-0.174292882;-0.306216801;-0.202256352;-0.431144307;-0.110889672;-0.050030639;-0.185448998
150;0.828029746;1.122777557;0.558180911;1.913673459;2.249540709;1.618653681;-0.038558634;-0.006514517;-0.071600168;0.326953018;0.451206615;0.21823856;0.222519782;0.288042379;0.155773884;-0.014391325;-0.001775278;-0.027316758;0.252745197;0.336942923;0.181133704;0.058029734;0.092696476;0.022284744;-0.003999047;2.56055E-05;-0.008803235;-0.121629015;-0.074154519;-0.174508141;-0.307254415;-0.203220086;-0.433274933;-0.111500408;-0.050513516;-0.18639971
151;0.831930299;1.127685871;0.560507646;1.921423388;2.259765944;1.625192342;-0.038702889;-0.00657815;-0.0719433;0.327361771;0.45215909;0.218580466;0.223517922;0.289375632;0.156517559;-0.014438848;-0.001781337;-0.027392176;0.252659761;0.33726006;0.181145624;0.058442115;0.093131051;0.022617787;-0.003999202;1.7854E-05;-0.008794101;-0.121721823;-0.074235176;-0.174673185;-0.308663832;-0.204249275;-0.434939814;-0.112115451;-0.051065327;-0.187408969
152;0.835426564;1.133051968;0.563040844;1.929624348;2.269474747;1.631319262;-0.038870665;-0.006622156;-0.072210745;0.327907896;0.452843689;0.219245837;0.224431422;0.290844482;0.15711511;-0.014451062;-0.001798364;-0.027454578;0.25265043;0.337684917;0.181112086;0.05889146;0.093575914;0.022990492;-0.00398804;2.04792E-05;-0.008786218;-0.121792368;-0.074190092;-0.174775426;-0.310136499;-0.205164378;-0.436944989;-0.112900753;-0.051381299;-0.188599911
153;0.838699321;1.138004985;0.56588119;1.93784575;2.279016874;1.637086089;-0.039018172;-0.006638919;-0.072469012;0.328459167;0.453731518;0.219606117;0.225394202;0.292168267;0.157781756;-0.014456735;-0.001800677;-0.027506259;0.252822627;0.338210978;0.180947224;0.05927199;0.094019641;0.023350441;-0.00398336;2.5847E-05;-0.008780742;-0.121801604;-0.074098579;-0.174979785;-0.311528608;-0.206054432;-0.438882001;-0.113737989;-0.052015495;-0.189391487
154;0.842894748;1.142940488;0.568070332;1.945734158;2.289734343;1.64351135;-0.039146424;-0.006648741;-0.072735124;0.329185689;0.454555198;0.219890918;0.226274556;0.293519179;0.158511147;-0.014481704;-0.001812845;-0.027561684;0.252981458;0.338801797;0.181010107;0.059633883;0.094548;0.023748708;-0.003983513;7.66319E-06;-0.008768316;-0.121890428;-0.074209076;-0.175053499;-0.312779324;-0.207099217;-0.440486383;-0.114243868;-0.052341331;-0.190089515
155;0.845838586;1.147554249;0.570324543;1.953415848;2.299754416;1.649539764;-0.039241705;-0.006655286;-0.073010155;0.329571807;0.455380172;0.220008379;0.227345309;0.294739426;0.159142677;-0.014521638;-0.001809086;-0.027611612;0.253124107;0.339059714;0.181070442;0.059983024;0.094996488;0.024122221;-0.003970359;3.07388E-06;-0.008783484;-0.121883073;-0.074205908;-0.1753157;-0.314185635;-0.20843941;-0.442427975;-0.114822832;-0.052900805;-0.191117256
156;0.848612744;1.152182678;0.572749255;1.961504122;2.309549395;1.655990611;-0.039336459;-0.006629233;-0.073278683;0.330283568;0.456025911;0.22018155;0.228482036;0.296150479;0.159764818;-0.014537505;-0.001810812;-0.027664804;0.253326506;0.339192293;0.181231877;0.060325875;0.0955075;0.024404762;-0.003973033;-1.6197E-06;-0.008779277;-0.121984052;-0.074336342;-0.175574006;-0.315217748;-0.209548619;-0.444217086;-0.115562342;-0.053330995;-0.191958601
157;0.851870308;1.156981718;0.57506656;1.968905734;2.319938488;1.661850118;-0.039522405;-0.00661129;-0.073534853;0.330886144;0.457060119;0.220581174;0.229598574;0.29743279;0.160369607;-0.014567683;-0.001800917;-0.027721344;0.253472992;0.339639534;0.181371209;0.060687268;0.096014055;0.024731739;-0.003975082;-6.56584E-06;-0.00877745;-0.122108922;-0.074278266;-0.175855912;-0.316261212;-0.210575307;-0.445716616;-0.116241314;-0.053637848;-0.192572648
158;0.855330959;1.162029731;0.577404788;1.976851639;2.331139536;1.667571333;-0.039680887;-0.00663075;-0.073821136;0.331587559;0.458142912;0.220986146;0.230580307;0.29873026;0.161103257;-0.014593227;-0.001800863;-0.027793075;0.253494517;0.340317367;0.181608711;0.060995482;0.096434219;0.024975217;-0.003968918;9.52345E-07;-0.008775643;-0.122248396;-0.074319606;-0.176106576;-0.317511202;-0.211461732;-0.447864695;-0.116871313;-0.054197743;-0.193477073
159;0.858697111;1.166372754;0.579870598;1.985342301;2.341934797;1.673589623;-0.03989067;-0.006603348;-0.074080946;0.331972024;0.459422741;0.22150729;0.231450721;0.300065309;0.16170384;-0.014617553;-0.001809385;-0.027843317;0.253792808;0.340727877;0.181767421;0.061322172;0.096823707;0.025344599;-0.00396064;-2.38689E-06;-0.008792881;-0.122372774;-0.074215933;-0.176350848;-0.318942843;-0.212527082;-0.449621349;-0.117600185;-0.054797823;-0.194184299
160;0.862835267;1.171593628;0.58202882;1.993396198;2.352998735;1.680432578;-0.040052165;-0.006640906;-0.07437896;0.332462348;0.46027433;0.222016526;0.232381346;0.301525423;0.16230704;-0.014645058;-0.001800372;-0.027894064;0.254110675;0.341192343;0.181824635;0.061643598;0.097298629;0.025684887;-0.003961022;-5.27187E-06;-0.008780931;-0.122562446;-0.074150657;-0.176538495;-0.320328633;-0.213468577;-0.451451384;-0.118113905;-0.055182655;-0.194774538
161;0.866863405;1.176825082;0.584009429;2.001534149;2.362987279;1.68611773;-0.040205628;-0.006609017;-0.074691159;0.332989343;0.461319598;0.222332663;0.23346906;0.302830055;0.162931948;-0.014672207;-0.001803917;-0.02797216;0.254407061;0.341360477;0.181836155;0.061977219;0.097810168;0.026048369;-0.003949801;-1.74155E-05;-0.008781076;-0.122690704;-0.074159827;-0.176694224;-0.321504277;-0.214592941;-0.453362462;-0.118875537;-0.055836472;-0.196227508
162;0.870182402;1.181598113;0.585991831;2.009428157;2.372439959;1.692155503;-0.040313933;-0.006615778;-0.074977331;0.333706919;0.462387527;0.222603505;0.234438185;0.304325888;0.163697634;-0.014713744;-0.001798188;-0.028043317;0.254480478;0.341779768;0.181795689;0.062294448;0.098222482;0.026436035;-0.00393972;-1.37046E-05;-0.008775739;-0.122729401;-0.074120383;-0.176830684;-0.322981044;-0.215989479;-0.454823164;-0.119530644;-0.056246911;-0.197217888
163;0.874254845;1.186333276;0.588222537;2.017414889;2.38309567;1.697494565;-0.040473305;-0.006643984;-0.075289236;0.334232558;0.463421045;0.223042304;0.23542169;0.305674834;0.164319815;-0.014738366;-0.001786257;-0.028087248;0.254710993;0.34239149;0.181851419;0.062619882;0.098641284;0.026720542;-0.003935422;-1.62572E-05;-0.008779056;-0.122830289;-0.074125931;-0.177088325;-0.323980117;-0.216995382;-0.456324384;-0.120104537;-0.056804354;-0.198008062
164;0.877573642;1.191573472;0.589763109;2.025094324;2.393531135;1.703637753;-0.040565245;-0.006649662;-0.07554001;0.334692872;0.46444511;0.223435782;0.236463024;0.307066424;0.164951991;-0.014771806;-0.001794899;-0.02814569;0.254962114;0.343199902;0.182102003;0.062935532;0.099046706;0.026937427;-0.00393608;-1.2903E-05;-0.008791619;-0.122865484;-0.074136569;-0.177284493;-0.325244496;-0.217784255;-0.458296335;-0.120732687;-0.05728531;-0.198834832
165;0.88128691;1.196383122;0.592018435;2.033285317;2.403877687;1.709268165;-0.040698888;-0.006694007;-0.075795154;0.335422152;0.465345203;0.223654352;0.237371156;0.308355203;0.165716655;-0.014794545;-0.001783707;-0.028223743;0.255262508;0.343901566;0.182282815;0.063275333;0.099486938;0.027264944;-0.003922036;-1.28976E-05;-0.008804915;-0.123015869;-0.074194191;-0.17754993;-0.326751828;-0.218670328;-0.459971898;-0.12124564;-0.057692445;-0.199646041
166;0.884992395;1.201868137;0.593764643;2.040816184;2.415161398;1.715668831;-0.040800372;-0.006710634;-0.076115031;0.335976039;0.466195669;0.223917717;0.238340518;0.309715271;0.166387812;-0.014825874;-0.001775911;-0.028299176;0.255609928;0.344448929;0.182303841;0.063590067;0.099903143;0.027614527;-0.003916734;-1.29048E-05;-0.008802315;-0.123168981;-0.07419955;-0.17774321;-0.328154525;-0.219566198;-0.461598204;-0.121917736;-0.058107594;-0.200596234
167;0.888316639;1.206842883;0.595795819;2.048657301;2.42519422;1.722091266;-0.040889791;-0.006709824;-0.076385335;0.336543537;0.467487169;0.224167189;0.239281825;0.311197125;0.167062144;-0.014858669;-0.001771409;-0.028359891;0.255918395;0.34509032;0.182327327;0.063967523;0.100283434;0.027921218;-0.003916626;-9.90604E-06;-0.008796042;-0.123212572;-0.074300771;-0.17793447;-0.329481844;-0.220622463;-0.463659441;-0.122608065;-0.058415072;-0.201426937
168;0.891268329;1.21197271;0.597831622;2.056700633;2.436075363;1.728181666;-0.040959838;-0.006767937;-0.076718231;0.3370623;0.468723567;0.224436264;0.240259234;0.312453376;0.167715489;-0.014873453;-0.001781746;-0.028414517;0.256132463;0.345758172;0.182398133;0.064356495;0.100742474;0.028242662;-0.0039128;-9.22139E-06;-0.008804311;-0.123258689;-0.074384656;-0.178260899;-0.330783699;-0.221499532;-0.465586488;-0.123135885;-0.058876094;-0.20252833
